sentences,labels
"['小', '爱', '我们', '去', '疏勒', '县', '电视台']","['X', 'X', 'X', 'X', 'IG', 'IG', 'IG']"
"['帮', '我', '导航', '到', '怡安', '百货']","['X', 'X', 'IO', 'X', 'IG', 'IG']"
"['到', '上海市', '闵行区', '七宝', '镇']","['X', 'IG', 'IG', 'IG', 'IG']"
"['去', '西', '一', '中']","['X', 'IG', 'IG', 'IG']"
"['桥南', '市场']","['IA', 'IA']"
"['我', '要', '去', '美国']","['X', 'X', 'X', 'IG']"
"['去', '清溪镇', '景荣', '工业园']","['X', 'IG', 'IG', 'IG']"
"['导航', '到', '广西省', '大新县']","['IO', 'X', 'IG', 'IG']"
"['天成', '典雅']","['IA', 'IA']"
"['华北', '石油', '总医院']","['IA', 'IA', 'IA']"
"['导航', '到', '南站']","['IO', 'X', 'IG']"
"['关闭', '导航']","['IO', 'IN']"
"['给', '我', '搜', '附近', '的', '苏宁', '电器']","['X', 'X', 'IO', 'IK', 'X', 'IC', 'IC']"
"['到', '左', '家', '塘', '派出所']","['X', 'IG', 'IG', 'IG', 'IG']"
"['我', '要', '回家']","['X', 'X', 'X']"
"['(', 'robot', ')', '连接', '正常', '，', '导航', '去', '黄石', '饭店']","['X', 'X', 'X', 'X', 'X', 'X', 'IO', 'X', 'IG', 'IG']"
['第一个'],['IP']
"['导航', '到', '机场路', '中', '气', '集团']","['IO', 'X', 'IG', 'IG', 'IG', 'IG']"
"['导航', '到', '天堂', '寺']","['IO', 'X', 'IG', 'IG']"
"['我', '走', '国道', '到', '东营市']","['X', 'IM', 'IM', 'X', 'IG']"
"['我', '要', '去', '陇南', '市']","['X', 'X', 'X', 'IG', 'IG']"
['第一个'],['IP']
"['(', 'unknown', ')', '导航', '嘞']","['X', 'X', 'X', 'IO', 'X']"
['第一个'],['IP']
['取消'],['IO']
"['我', '要', '去', '唐家河']","['X', 'X', 'X', 'IG']"
"['我', '要', '去', '七天', '商务', '酒店']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['我', '要', '去', '(', 'unknown', ')', '旅游区']","['X', 'X', 'X', 'X', 'X', 'X', 'IG']"
"['衡水', '地图']","['IA', 'IN']"
"['带', '我', '去', '龙湖', '时代', '天', '街']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG']"
"['我', '要', '去', '商务', '大酒店', '(', 'side', ')', '哎', '(', 'unknown', ')', '新世纪', '啊', '新世纪', '商务', '大酒店']","['X', 'X', 'X', 'IA', 'IA', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'IA', 'IA']"
"['帮', '我', '定位', '到', '宜兴', '紫薇', '苑']","['X', 'X', 'IK', 'X', 'IG', 'IG', 'IG']"
"['顾', '村镇']","['IA', 'IA']"
"['导航', '去', '大雁塔']","['IO', 'X', 'IG']"
"['我', '要', '去', '公园']","['X', 'X', 'X', 'IG']"
"['我', '要', '回家']","['X', 'X', 'X']"
"['我', '要', '去', '湖南', '张家界', '玻璃', '栈道']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG']"
['取消'],['IO']
"['不', '去']","['X', 'X']"
"['(', 'unknown', ')', '导航']","['X', 'X', 'X', 'IO']"
['那个'],['X']
"['错', '了', '错', '了']","['X', 'X', 'X', 'X']"
"['导航', '到', '明', '发', '广场']","['IO', 'X', 'IG', 'IG', 'IG']"
"['你', '把', '未', '名园', '设为', '家']","['X', 'X', 'IA', 'IA', 'X', 'IA']"
"['(', 'unknown', ')', '送', '变电', '有限公司']","['X', 'X', 'X', 'IA', 'IA', 'IA']"
"['(', 'side', ')', '三', '八八', '省道', '与', '光合', '交汇处', '西南', '(', 'unknown', ')']","['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X']"
"['(', 'unknown', ')', '到', '华伦', '中学', '晋', '安', '校区']","['X', 'X', 'X', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
['第一个'],['IP']
"['(', 'side', ')', '反正', '我', '不是', '共产党员', '是', '共产党员', '我', '啥', '都', '招', '了']","['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X']"
"['(', 'side', ')']","['X', 'X', 'X']"
"['导航', '去', '泉城', '广场']","['IO', 'X', 'IG', 'IG']"
"['我', '要', '去', '朔州', '市', '第四', '小学']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG']"
"['导航', '到', '建设', '集团', '大厦']","['IO', 'X', 'IG', 'IG', 'IG']"
"['到', '海阳市', '大', '泊', '子', '村']","['X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['(', 'side', ')', '(', 'unknown', ')', '是', '义乌', '的']","['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X']"
"['导航', '到', '宁海', '县', '北斗', '北路', '两百五十', '二号']","['IO', 'X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['导航', '到', '三', '铺']","['IO', 'X', 'IG', 'IG']"
"['取消', '导航']","['IO', 'IN']"
"['导航', '到', '呼伦贝尔', '湖']","['IO', 'X', 'IG', 'IG']"
"['导航', '盛辉', '物流']","['IO', 'IG', 'IG']"
"['渝中区', '邓', '伟', '路']","['IA', 'IA', 'IA', 'IA']"
"['嗯', '导航']","['X', 'IO']"
['回家'],['X']
"['我', '要', '去', '泉', '胜', '物流']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
['第三个'],['IP']
"['导航', '去', '桂湖', '服务区']","['IO', 'X', 'IG', 'IG']"
"['我', '想', '去', '月色', '广场']","['X', 'X', 'X', 'IG', 'IG']"
"['(', 'unknown', ')']","['X', 'X', 'X']"
"['宏明', '锦', '苑']","['IA', 'IA', 'IA']"
"['我', '要', '去', '第一个']","['X', 'X', 'X', 'IP']"
"['金华', '站']","['IA', 'IA']"
"['请', '导', '到', '青松岭']","['X', 'IO', 'X', 'IG']"
"['我', '去', '隆德', '县']","['X', 'X', 'IG', 'IG']"
"['我', '要', '去', '周至', '县', '翠', '峰', '镇']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['导航', '到', '北', '七家', '科技园', '公交站']","['IO', 'X', 'IG', 'IG', 'IG', 'IG']"
['第一个'],['IP']
"['去', '鹤壁市', '佳', '宏', '汽车', '零部件', '有限公司']","['X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['去', '三', '翠', '谷', '花', '苑']","['X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['去', '百业', '兴嘉', '园']","['X', 'IG', 'IG', 'IG']"
"['导航', '到', '湖南', '桑']","['IO', 'X', 'IG', 'IG']"
"['我', '要', '去', '青白', '江']","['X', 'X', 'X', 'IG', 'IG']"
"['(', 'unknown', ')', '东站']","['X', 'X', 'X', 'IA']"
"['河南省', '机电', '职业', '学院']","['IA', 'IA', 'IA', 'IA']"
"['去', '汇通']","['X', 'IG']"
"['导航', '金', '导航', '到', '金', '阳', '绿洲', '湾', '小区']","['IO', 'IG', 'IO', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['去', '金冠', '里', '小区']","['X', 'IG', 'IG', 'IG']"
"['要', '去', '(', 'unknown', ')', '西', '外环', '环岛']","['X', 'X', 'X', 'X', 'X', 'IG', 'IG', 'IG']"
"['保山市', '收费站', '白']","['IA', 'IA', 'X']"
"['我', '要', '去', '杜', '别克', '派出所']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['青龙河', '嗯']","['IA', 'IA']"
"['导航', '到', '人民广场']","['IO', 'X', 'IG']"
"['(', 'side', ')', '看看', '新', '校区']","['X', 'X', 'X', 'X', 'X', 'X']"
"['导航', '去', '世界之窗']","['IO', 'X', 'IG']"
"['导航', '到', '铜陵']","['IO', 'X', 'IG']"
"['我', '要', '去', '安顺']","['X', 'X', 'X', 'IG']"
"['第一个', '(', 'side', ')']","['IP', 'X', 'X', 'X']"
"['去', '潍坊']","['X', 'IG']"
"['导航', '萍乡', '河', '古庙']","['IO', 'IG', 'IG', 'IG']"
"['阜新', '卫校']","['IA', 'IA']"
"['(', 'unknown', ')', '浦东新区', '川沙', '大道', '我', '要', '导航']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'X', 'X', 'IO']"
"['南京', '经', '天路', '枫', '情', '水岸']","['IA', 'IA', 'IA', 'IA', 'IA', 'IA']"
"['我', '要', '去', '魔', '图']","['X', 'X', 'X', 'IG', 'IG']"
"['取消', '导航']","['IO', 'IN']"
"['霍尔果斯', '怎么', '走']","['IG', 'X', 'X']"
"['去', '顺德']","['X', 'IG']"
['第一个'],['IP']
['导航'],['IO']
['第一个'],['IP']
"['航海', '甸', '岛', '人民医院']","['IA', 'IA', 'IA', 'IA']"
"['我', '目前', '在', '什么', '位置']","['X', 'X', 'X', 'X', 'X']"
"['导航', '到', '从化市']","['IO', 'X', 'IG']"
"['东', '凤', '镇', '人民', '镇政府']","['IA', 'IA', 'IA', 'IA', 'IA']"
"['导航', '到', '昆明', '南站']","['IO', 'X', 'IG', 'IG']"
"['到', '大', '渡口', '天', '泰', '时代', '星座']","['X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['家', '和', '村']","['IA', 'IA', 'IA']"
['确定'],['X']
"['闭', '导航']","['IO', 'IN']"
"['航', '到', '新', '五', '中']","['X', 'X', 'IG', 'IG', 'IG']"
"['导航', '到', '文林', '派出所']","['IO', 'X', 'IG', 'IG']"
"['(', 'unknown', ')', '路', '格林豪泰', '宾馆']","['X', 'X', 'X', 'IA', 'IA', 'IA']"
"['去', '唱歌']","['X', 'IG']"
"['导航', '去', '黄', '江', '田心', '市场']","['IO', 'X', 'IG', 'IG', 'IG', 'IG']"
['第三个'],['IP']
"['大道', '一号']","['IA', 'IA']"
"['去', '吉利', '四', 's', '店']","['X', 'IG', 'IG', 'IG', 'IG']"
"['我', '要', '去', '深圳', '机场']","['X', 'X', 'X', 'IG', 'IG']"
"['潞', '城市', '高速', '路口']","['IA', 'IA', 'IA', 'IA']"
"['我', '要', '去', '安徽', '阜阳']","['X', 'X', 'X', 'IG', 'IG']"
"['给', '我', '导航', '到', '景田', '南路', '一号', '交通银行']","['X', 'X', 'IO', 'X', 'IG', 'IG', 'IG', 'IG']"
"['帮', '我', '导航', '到', '宝应县']","['X', 'X', 'IO', 'X', 'IG']"
"['我', '要', '吃饭']","['X', 'X', 'IA']"
"['导航', '到', '河塘']","['IO', 'X', 'IG']"
"['江', '和', '园', '导航', '到', '曲江', '和', '园']","['IG', 'IG', 'IG', 'IO', 'X', 'IG', 'IG', 'IG']"
"['导航', '平凉市', '灵台', '县畜牧局']","['IO', 'IG', 'IG', 'IG']"
['退下'],['X']
"['我', '要', '去', '国', '基', '路', '河南', '有线', '营业厅']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['导航', '四川', '传媒', '大学']","['IO', 'IG', 'IG', 'IG']"
"['茂名市', '怎么', '走']","['IG', 'X', 'X']"
"['退出', '导航']","['IO', 'IN']"
"['导航', '到', '松原', '市']","['IO', 'X', 'IG', 'IG']"
"['导航', '到', '新', '泰东', '高速', '入口']","['IO', 'X', 'IG', 'IG', 'IG', 'IG']"
"['去', '公司']","['X', 'IG']"
"['导航', '到', '西安', '钟楼']","['IO', 'X', 'IG', 'IG']"
"['导航', '到', '仟', '亿', '复合', '厂']","['IO', 'X', 'IG', 'IG', 'IG', 'IG']"
['第一个'],['IP']
"['导航', '到', '凤凰', '路']","['IO', 'X', 'IG', 'IG']"
"['去', '附近', '的', '工商银行']","['X', 'IK', 'X', 'II']"
"['(', 'side', ')', '(', 'unknown', ')', '写', '着', '海门', '市', '，', '第一个']","['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'IP']"
"['到', '中国', '石化', '加油站']","['X', 'IG', 'IG', 'IG']"
"['(', 'unknown', ')', '南光', '支行']","['X', 'X', 'X', 'IA', 'IA']"
['导航'],['IO']
['退出'],['IO']
"['帮', '我', '去', '附近', '的', '商场']","['X', 'X', 'X', 'IK', 'X', 'IC']"
"['我', '要', '去', '广州', '黄岗', '小学', '第二', '校区']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
['一'],['IP']
"['我', '要', '去', '会昌县']","['X', 'X', 'X', 'IG']"
"['导航', '虎门', '高铁站']","['IO', 'IG', 'IG']"
"['祁县', '千', '朝', '浪', '屿']","['IA', 'IA', 'IA', 'IA', 'IA']"
"['我', '要', '去', '遵义市', '火车站', '沙河', '小区']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG']"
"['你', '在', '哪里']","['X', 'X', 'X']"
"['湿地', '公园']","['IA', 'IA']"
"['盛世', '花园', '南区']","['IA', 'IA', 'IA']"
"['我', '要', '去', '梁园', '焦化']","['X', 'X', 'X', 'IG', 'IG']"
"['取消', '导航']","['IO', 'IN']"
"['你', '好', '(', 'unknown', ')']","['X', 'X', 'X', 'X', 'X']"
"['导航', '去', '阆中', '万事通']","['IO', 'X', 'IG', 'IG']"
['第一个'],['IP']
"['去', '洛阳', '高铁站']","['X', 'IG', 'IG']"
"['小', '爱', '帮', '我', '导航', '一下', '金山乡', '逯', '家', '湾']","['X', 'X', 'X', 'X', 'IO', 'X', 'IG', 'IG', 'IG', 'IG']"
"['(', 'unknown', ')', '再见', '再见']","['X', 'X', 'X', 'X', 'X']"
['确定'],['X']
"['第', '第一个']","['IP', 'IP']"
"['帮', '我', '导航', '到', '赤', '岸', '镇', '南湫', '沟', '村']","['X', 'X', 'IO', 'X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['问问', '你', '好找', '一下', '附近', '的', '超市']","['X', 'X', 'X', 'X', 'IK', 'X', 'IC']"
"['到', '敦煌', '七', '里', '镇']","['X', 'IG', 'IG', 'IG', 'IG']"
"['我', '想', '去', '拉萨', '怎么', '走']","['X', 'X', 'X', 'IG', 'X', 'X']"
"['附近', '火锅店', '在', '什么', '位置']","['IK', 'IC', 'X', 'X', 'X']"
"['选择', '第一个', '第一']","['X', 'X', 'X']"
"['第一个', '啊', '煤矿']","['IP', 'X', 'IA']"
"['春暖花开', '小区']","['IA', 'IA']"
"['去', '承德']","['X', 'IG']"
"['去', '日本']","['X', 'IG']"
"['继续', '导航']","['IO', 'IO']"
"['去', '桑', '根', '达', '来', '(', 'unknown', ')', '酒店', '(', 'unknown', ')']","['X', 'IG', 'IG', 'IG', 'IG', 'X', 'X', 'X', 'IG', 'X', 'X', 'X']"
"['地图', '放大']","['IN', 'IO']"
"['导航', '到', '保利', '海上', '罗兰']","['IO', 'X', 'IG', 'IG', 'IG']"
"['导航', '一下', '永济市', '虞', '乡', '隔离', '戒毒所']","['IO', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['现在', '位置']","['X', 'X']"
['退出'],['IO']
"['导航', '导航', '换', '小屏']","['X', 'X', 'X', 'X']"
"['导航', '到', '青', '神', '县']","['IO', 'X', 'IG', 'IG', 'IG']"
"['要', '去', '呃', '(', 'unknown', ')', '加油站']","['X', 'X', 'X', 'X', 'X', 'X', 'IG']"
"['我', '要', '到', '花桥', '图腾', '车行']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['你', '好', '我', '要', '到', '成都']","['X', 'X', 'X', 'X', 'X', 'IG']"
"['(', 'unknown', ')', '我', '导航', '到', '咸宁市', '金桂', '大道', '十三号']","['X', 'X', 'X', 'X', 'IO', 'X', 'IG', 'IG', 'IG', 'IG']"
"['(', 'side', ')', '哎', '这', '这', '条', '路', '(', 'unknown', ')', '这', '条', '路', '也', '可以', '了']","['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X']"
['新乡'],['IA']
"['导航', '到', '中', '海', '华', '庭']","['IO', 'X', 'IG', 'IG', 'IG', 'IG']"
"['我', '要', '去', '常州', '腾', '拓', '机械', '设备', '有限公司']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['导航', '去', '昆明']","['IO', 'X', 'IG']"
"['(', 'unknown', ')', '导航']","['X', 'X', 'X', 'IO']"
['关闭'],['IO']
"['导航', '到', '马驹桥镇', '后', '银子', '村']","['IO', 'X', 'IG', 'IG', 'IG', 'IG']"
"['要', '去', '爱国', '小学']","['X', 'X', 'IG', 'IG']"
"['罗', '场', '镇', '高速', '路口']","['IA', 'IA', 'IA', 'IA', 'IA']"
"['关闭', '导航', '(', 'robot', ')', '为什么', '受伤', '的', '总是', '女人', '(', 'side', ')', '(', 'unknown', ')', '八百']","['IO', 'IN', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X']"
"['(', 'unknown', ')', '去', '弥', '市镇', '返回']","['X', 'X', 'X', 'X', 'IG', 'IG', 'IO']"
"['要', '去', '文山', '市', '小寨', '太', '明', '小区']","['X', 'X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
['确定'],['X']
"['导航', '去', '香港']","['IO', 'X', 'IG']"
"['导航', '到', '银川', '水管', '处', '不用', '导航', '(', 'unknown', ')']","['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X']"
"['导航', '回家']","['IO', 'X']"
"['导航', '到', '温江', '区', '光华', '国际', '西', '镇', '河街', '选择', '最快', '的', '路线']","['IO', 'X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG', 'X', 'IM', 'X', 'X']"
"['帮', '我', '查', '一下', '最近', '的', '饭店']","['X', 'X', 'IO', 'X', 'IK', 'X', 'IA']"
"['导航', '到', '东海', '花园', '二期', '五', '栋']","['IO', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['海宁', '第一', '人民医院']","['IA', 'IA', 'IA']"
"['我', '要', '上', '东', '青', '高速']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['导航', '峨眉山']","['IO', 'IG']"
"['(', 'unknown', ')', '导航']","['X', 'X', 'X', 'IO']"
"['你', '好', '小明']","['X', 'X', 'X']"
['确定'],['X']
"['森特', '医院']","['IA', 'IA']"
"['去', '儋州']","['X', 'IG']"
"['导航', '到', '津', '通', '雅', '苑']","['IO', 'X', 'IG', 'IG', 'IG', 'IG']"
"['(', 'unknown', ')']","['X', 'X', 'X']"
['南票区'],['IA']
"['导航', '到', '奥', '宸', '橙', '郡']","['IO', 'X', 'IG', 'IG', 'IG', 'IG']"
['贺州'],['IA']
"['(', 'side', ')', '没有', '你', '早点', '休息', '吧', ',', '返回', '导航']","['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'IO', 'IN']"
"['我', '要', '导航', '到', '白鸟', '湖', '白鸟', '湖', '工程学院']","['X', 'X', 'IO', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['(', 'side', ')', '(', 'unknown', ')', '反正', '我', '知道', '(', 'unknown', ')']","['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X']"
"['我', '要', '去', '立', '洲', '大厦']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['我', '要', '去', '东陵', '交警支队']","['X', 'X', 'X', 'IG', 'IG']"
"['去', '阳台', '山']","['X', 'IG', 'IG']"
"['这', '是', '哪个', '地方']","['X', 'X', 'X', 'X']"
"['去', '东', '赵村']","['X', 'IG', 'IG']"
"['请', '帮', '我', '导航', '去', '常州', '邹', '区', '灯具', '城']","['X', 'X', 'X', 'IO', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['峨嵋', '酒家']","['IA', 'IA']"
"['闭', '导航']","['IO', 'IN']"
"['我', '叫', '你', '把', '导航', '全部', '关闭', '(', 'unknown', ')']","['X', 'X', 'X', 'X', 'IN', 'X', 'IO', 'X', 'X', 'X']"
"['(', 'side', ')', '(', 'unknown', ')', '两个小时', '坐上去', '可以', '现在', '不要', '起来', '我', '给', '你', '说', '(', 'unknown', ')', '，', '去', '米泉']","['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'IG']"
"['(', 'unknown', ')', '导航']","['X', 'X', 'X', 'IO']"
"['导航', '到', '赤峰市', '松山区', '政府']","['IO', 'X', 'IG', 'IG', 'IG']"
"['合肥市', '瑶', '海区', '大禹', '路', '与', '淮海', '大道', '交叉口', '东南侧']","['IA', 'IA', 'IA', 'IA', 'IA', 'IA', 'IA', 'IA', 'IA', 'IA']"
"['导航', '到', '庆春', '路', '九号']","['IO', 'X', 'IG', 'IG', 'IG']"
"['(', 'unknown', ')', '导航', '去', '东', '坨', '村']","['X', 'X', 'X', 'IO', 'X', 'IG', 'IG', 'IG']"
"['导航', '到', '六盘水', '(', 'unknown', ')']","['IO', 'X', 'IG', 'X', 'X', 'X']"
"['吉林市', '中西医结合', '医院', '中西医结合', '医院', '导航']","['IG', 'IG', 'IG', 'IG', 'IG', 'IO']"
"['回', '定襄县']","['X', 'IG']"
"['帮', '我', '导航', '到', '龙城']","['X', 'X', 'IO', 'X', 'IG']"
"['虹桥', '二号', '航站楼']","['IA', 'IA', 'IA']"
"['我', '要', '去', '灵', '峰', '市人民政府']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
['确定'],['X']
"['导航', '到', '重庆市', '总工会']","['IO', 'X', 'IG', 'IG']"
['第一个'],['IP']
"['周村', '宾馆']","['IA', 'IA']"
"['朝阳', '北', '收费站']","['IA', 'IA', 'IA']"
['第二个'],['IP']
"['到', '九江', '乡', '过场']","['X', 'IG', 'IG', 'IG']"
"['祁连', '路', '小学']","['IA', 'IA', 'IA']"
"['爱情', '海']","['IA', 'IA']"
"['打开', '导航', '打开', '导航']","['IO', 'IN', 'IO', 'IN']"
"['导航', '到', '斗南', '花卉', '市场', '西南', '花艺', '婚庆', '培训', '学校']","['IO', 'X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['导航', '到', '文峰区', '大市', '庄']","['IO', 'X', 'IG', 'IG', 'IG']"
"['关闭', '导', '导航']","['IO', 'IN', 'IN']"
"['(', 'unknown', ')', '小乐', '你', '好', '帮', '我', '去', '导航']","['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'IO']"
"['请', '导航', '到', '重庆市', '九龙坡区', '邮电', '路']","['X', 'IO', 'X', 'IG', 'IG', 'IG', 'IG']"
"['我', '要', '去', '芜湖县', '(', 'unknown', ')', '县']","['X', 'X', 'X', 'IG', 'X', 'X', 'X', 'IG']"
"['我', '要', '去', '天', '都', '饭店']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['我', '要', '去', '胶州', '张氏', '集团']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['(', 'unknown', ')', '去', '火车站', '(', 'side', ')', '那', '去哪儿']","['X', 'X', 'X', 'X', 'IG', 'X', 'X', 'X', 'X', 'X']"
"['开发区', '小酌', '轩']","['IA', 'IA', 'IA']"
"['我', '要', '到', '乌鲁木齐', '海', '鸿', '冷库']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG']"
"['导航', '到', '开封市', '兰考县', '裕禄', '大道']","['IO', 'X', 'IG', 'IG', 'IG', 'IG']"
"['(', 'unknown', ')']","['X', 'X', 'X']"
"['导航', '萌', '水', '镇']","['IO', 'IG', 'IG', 'IG']"
"['我', '要', '去', '嵩', '明', '县', '(', 'unknown', ')']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'X', 'X', 'X']"
"['我', '要', '去', '万豪']","['X', 'X', 'X', 'IG']"
"['(', 'unknown', ')', '机场']","['X', 'X', 'X', 'IA']"
"['帮', '我', '导航', '去', '广州市', '同德', '围']","['X', 'X', 'IO', 'X', 'IG', 'IG', 'IG']"
"['导航', '华夏', '石材', '城']","['IO', 'IG', 'IG', 'IG']"
"['附近', '有', '啥', '车场', '吗']","['IK', 'X', 'X', 'IC', 'X']"
"['闭', '导航']","['IO', 'IN']"
"['导航', '到', '营口', '高速', '口']","['IO', 'X', 'IG', 'IG', 'IG']"
"['(', 'unknown', ')', '小学']","['X', 'X', 'X', 'IA']"
"['(', 'unknown', ')', '导航', '一下', '平顶山市', '西', '斜', '西', '斜', '车管所']","['X', 'X', 'X', 'IO', 'X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['我', '不说', '了', '去', '你', '大哥', '的']","['X', 'X', 'X', 'X', 'X', 'X', 'X']"
"['到', '北京路', '加油站']","['X', 'IG', 'IG']"
"['去', '首饰', '维修']","['X', 'IG', 'IG']"
"['去', '山', '去', '山姆', '会员', '商店']","['X', 'IG', 'X', 'IG', 'IG', 'IG']"
"['阿克苏市', '一', '杆', '旗', '乡']","['IA', 'IA', 'IA', 'IA', 'IA']"
"['到', '印江', '县']","['X', 'IG', 'IG']"
"['去', '新', '螺蛳', '湾']","['X', 'IG', 'IG', 'IG']"
"['我', '要', '去', '兰州', '新区', '兰石', '家属院']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG']"
"['导航', '到', '赵县', '水榭', '花', '(', 'unknown', ')']","['IO', 'X', 'IG', 'IG', 'IG', 'X', 'X', 'X']"
